Snapshot_Month,Pipeline_Deal_ID,Deal_Name,Customer_Name,Deal_Value, License_ACV ,Implementation_Value,Logo_Type,Deal_Stage,Current_Stage,Probability,Expected_Close_Date,Region,Vertical,Segment,Product_Sub_Category,Sales_Rep
7/1/2024,3.08E+11,Lotuss-TH-Spend Analysis,EK-CHAI DISTRIBUTION SYSTEM COMPANY LIMITED,"$200,000 ","$100,000 ","$100,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/27/2024,APAC,CPG & Retail,,,Aerene Aphiwatudomkun
7/1/2024,3.08E+11,Miral_ RFP for CLM (Sourcing + Supplier optional),Miral Asset Management L.L.C.,"$455,000 ","$205,000 ","$250,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/31/2024,Middle East,Other Services,,,Abdel Halim
7/1/2024,3.08E+11,Serco_Renewal_2024,Serco Group Plc,$0 ,$0 ,$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/31/2024,Europe,Other Services,,,vinay mahadik
7/1/2024,3.08E+11,Fisher & Paykel_P2P (Global),Fisher & Paykel Appliances Holdings Ltd,"$492,000 ","$178,000 ","$314,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,12/31/2024,APAC,Automotive and Industrial,,,Joel Davis
7/1/2024,3.08E+11,Signify MDM License_2024,Signify Poland sp. z o.o.,"$110,000 ","$110,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,Europe,CPG & Retail,,,Mayur Jain
7/1/2024,3.08E+11,Asahi - License Renewal_2024,Asahi Breweries Europe Group,"$463,980 ","$463,980 ",$0 ,Extension/Renewal,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,12/31/2024,Europe,CPG & Retail,,,Mayur Jain
7/1/2024,3.08E+11,Crescent Point Energy - License Fees Renewal_2024,Crescent Point Energy Corporation,"$90,000 ","$90,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/31/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
7/1/2024,3.08E+11,Roche - NEXXE license_2024,Roche Farma SA,"$495,000 ","$495,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/31/2024,Europe,Life Sciences,,,Mayur Jain
7/1/2024,3.08E+11,Bridgestone - Sourcing & Projects License Renewal_2024,Bridgestone Asia Pacific Pte Ltd,"$71,500 ","$71,500 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,APAC,Automotive and Industrial,,,Mayur Jain
7/1/2024,3.08E+11,The Church - Catalog license,The Church Of Jesus Christ Of Latter-Day Saints,"$268,000 ","$268,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Public Sector,,,Mayur Jain
7/1/2024,3.08E+11,Xylem Technology - P2P Tool & Buyer Portal - License Fees,Xylem Inc.,"$267,750 ","$267,750 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Automotive and Industrial,,,Mayur Jain
7/1/2024,3.08E+11,"Schlage Lock Company, LLC - License Fees_2024",Schlage Lock Company LLC,"$230,000 ","$230,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Automotive and Industrial,,,Mayur Jain
7/1/2024,3.08E+11,Serco - License fee_2024,Serco Group Plc,"$197,978 ","$197,978 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,Europe,Other Services,,,Mayur Jain
7/1/2024,3.08E+11,Signify - TSO License,Signify Poland sp. z o.o.,"$605,000 ","$605,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,Europe,CPG & Retail,,,Mayur Jain
7/1/2024,3.08E+11,TJX - license,"The TJX Companies, Inc.","$57,000 ","$57,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,CPG & Retail,,,Mayur Jain
7/1/2024,3.08E+11,Xylem Technology - License Fees,Xylem Inc.,"$361,333 ","$361,333 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Automotive and Industrial,,,Mayur Jain
7/1/2024,3.08E+11,Citgo - license_2024,CITGO Petroleum Corporation,"$235,000 ","$235,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
7/1/2024,3.08E+11,Colorado Springs Utilities - License Renewal_2024,Colorado Springs Utilities,"$422,000 ","$422,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Energy & Utilities,,,Mayur Jain
7/1/2024,3.08E+11,Colorado Springs Utilities - Projects License_2024,Colorado Springs Utilities,"$62,000 ","$62,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Energy & Utilities,,,Mayur Jain
7/1/2024,3.08E+11,AkzoNobel - Spend License_Renewal_2024,Akzo Nobel N.V.,"$78,100 ","$78,100 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,Europe,Chemicals/Oil/Gas/Resources,,,Mayur Jain
7/1/2024,3.08E+11,Brunei Shell - License Renewal_2024,Brunei Shell Petroleum Company Sdn Bhd,"$800,000 ","$800,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
7/1/2024,3.08E+11,MGM - License_2024,MGM Resorts International,"$125,248 ","$125,248 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Other Services,,,Mayur Jain
7/1/2024,3.08E+11,E&I - Spend Enrichment_UCAL_Spend Upsell_2022 (license)_2024,"E&I Cooperative Services, Inc","$62,500 ","$62,500 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Public Sector,,,Mayur Jain
7/1/2024,3.08E+11,Signify - preparatory services SCT Support _2024,Signify NV,"$60,000 ","$60,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/31/2024,Europe,Automotive and Industrial,,,Mayur Jain
7/1/2024,3.08E+11,Xylem Technology - Spend License + Evoqua_2024,Xylem Inc.,"$41,000 ","$41,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,12/31/2024,North America,Automotive and Industrial,,,Mayur Jain
7/1/2024,3.08E+11,Mubadala - License_2024,Mubadala Petroleum (Thailand) Limited,"$105,000 ","$105,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,APAC,Chemicals/Oil/Gas/Resources,,,Mayur Jain
7/1/2024,3.08E+11,Wyndham (WWO - spend/sourcing) - License Fees,Wyndham Hotels & Resorts Inc,"$200,000 ","$200,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Other Services,,,Mayur Jain
7/1/2024,3.08E+11,Bluebird (2seventy) - License_2024,Bluebird Bio Inc,"$140,000 ","$140,000 ",$0 ,Extension/Renewal,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,12/31/2024,North America,Life Sciences,,,Mayur Jain
7/1/2024,3.08E+11,GS TPRM,Goldman Sachs Group Holdings (UK) Ltd,"$150,000 ","$100,000 ","$50,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/31/2024,Europe,BFSI,,,Sam Zaki
7/1/2024,3.08E+11,Adecco_S2O_2024,Adecco Germany Holding SA & Co. KG,"$750,000 ","$250,000 ","$500,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/31/2024,Europe,Other Services,,,Bob OLeary
7/1/2024,3.08E+11,CIPLA_Supplier management and TPRM,Cipla Ltd,"$400,000 ","$200,000 ","$200,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,1/1/2025,APAC,Life Sciences,,,Amit Bhatia
7/1/2024,3.08E+11,BPJS Ketenagakerjaan P2P,BPJS Ketenagakerjaan,"$375,000 ","$150,000 ","$225,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,1/7/2025,APAC,Other Services,,,Sardali Mudiastono
7/1/2024,3.08E+11,ZF Friedrichshafen_S2P,ZF Friedrichshafen AG,"$1,800,000 ","$800,000 ","$1,000,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,1/9/2025,Europe,Automotive and Industrial,,,Stephan Hesselgren
7/1/2024,3.08E+11,JPMorgan Chase - S2P,JP Morgan Chase & Company,"$9,300,000 ","$3,900,000 ","$5,400,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,1/14/2025,North America,BFSI,,,Suresh Visvanathan
7/1/2024,3.08E+11,ABRDN_TPRM + S2C,Abrdn Plc,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,1/15/2025,Europe,BFSI,,,Sam Zaki
7/1/2024,3.08E+11,Avon_S2P,"Avon Cosmetics, Inc.","$475,000 ","$225,000 ","$250,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,1/15/2025,APAC,CPG & Retail,,,Sam Zaki
7/1/2024,3.08E+11,Oxford University Source to Contract,University of Oxford,"$100,000 ","$100,000 ",$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),15%,1/15/2025,Europe,Public Sector,,,Sam Zaki
7/1/2024,3.08E+11,genU_MidEnt_Sourcing + Contracts,genU Australia,"$100,000 ","$50,000 ","$50,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,1/16/2025,North America,Other Services,,,Abhishek Garde
7/1/2024,3.08E+11,Metso Outotec Canada Inc- GEP SMART,Metso Outotec Canada Inc,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,1/22/2025,North America,Automotive and Industrial,,,Michael Clear
7/1/2024,3.08E+11,G.J_Cahill_Sourcing+Catalogs_MidEnt,G.J. Cahill & Company (1979) Limited,"$325,000 ","$155,000 ","$170,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,1/22/2025,North America,Other Services,,,Abhishek Garde
7/1/2024,3.08E+11,TresVista_MidEnt_S2P,TresVista Analytics LLP,"$350,000 ","$170,000 ","$180,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,1/22/2025,APAC,Other Services,,,Rajat Vij
7/1/2024,3.08E+11,MaxarTechnologies_S2C,Maxar Technologies,"$500,000 ","$250,000 ","$250,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,1/24/2025,North America,Telecom/Media/Tech,,,Connor Andrews
7/1/2024,3.08E+11,B+L_RFP_ Spend & Sourcing,Bausch & Lomb Holdings Inc.,"$297,000 ","$177,000 ","$120,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,1/24/2025,North America,Life Sciences,,,Brian Bergersen
7/1/2024,3.08E+11,Prudential - Spend,Prudential Financial Inc.,"$270,000 ","$190,000 ","$80,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,1/27/2025,North America,BFSI,,,Uday Singh
7/1/2024,3.08E+11,Publicis Groupe China_S2P_Software,Publicis Groupe China,"$330,000 ","$150,000 ","$180,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,1/28/2025,APAC,Other Services,,,Louie Li
7/1/2024,3.08E+11,Aethon Energy_CLM_Mid Ent,Aethon Energy Management LLC,"$80,000 ","$40,000 ","$40,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,1/29/2025,North America,BFSI,,,Sneha Dolare
7/1/2024,3.08E+11,Costa Coffee S2C China,Costa Limited,"$135,000 ","$75,000 ","$60,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,1/30/2025,Europe,CPG & Retail,,,Sam Zaki
7/1/2024,3.08E+11,Loacker_Mid Ent_ Supplier+ P2O,A Loacker SpA,"$240,000 ","$120,000 ","$120,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,1/31/2025,Europe,CPG & Retail,,,Sourabh Sharma
7/1/2024,3.08E+11,Riot Games_Spend + CWB + P2P,Riot Games,"$369,000 ","$254,000 ","$115,000 ",Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,1/31/2025,North America,Telecom/Media/Tech,,,Jack Keogh
7/1/2024,3.08E+11,OCI Global - Sourcing,OCI Global Inc,"$80,000 ","$40,000 ","$40,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),15%,1/31/2025,North America,Chemicals/Oil/Gas/Resources,,,James Higgins
7/1/2024,3.08E+11,Stockholm Exergi_P2P+Spend+Scope3,Stockholm Exergi AB,"$200,000 ","$80,000 ","$120,000 ",Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/31/2024,Europe,Other Services,,,Stephan Hesselgren
7/1/2024,3.08E+11,ORES S2P,Operateur De Reseaux D'energies Scrl,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,12/31/2024,Europe,Energy & Utilities,,,Bernard Remacle
7/1/2024,3.08E+11,"PARAGON Western Europe Spend, Sourcing, Supplier",Paragon Western Europe,"$220,000 ","$100,000 ","$120,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,12/31/2024,Europe,Telecom/Media/Tech,,,Bernard Remacle
7/1/2024,3.08E+11,JOYSON SAFETY SOURCING - Catalog Management (Guided Buying),Joyson Safety Systems Arad S.R.L.,"$215,000 ","$115,000 ","$100,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,1/31/2025,Europe,Automotive and Industrial,,,Bernard Remacle
7/1/2024,3.08E+11,Willmott Dixon Holdings - S2C,Willmott Dixon Holdings Ltd,"$190,000 ","$100,000 ","$90,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,1/31/2025,Europe,Other Services,,,Sam Zaki
7/1/2024,3.08E+11,ELECTROLUX TECH - S2C-CWB,Electrolux Italia SpA,"$390,000 ","$190,000 ","$200,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,1/31/2025,Europe,Automotive and Industrial,,,Bernard Remacle
7/1/2024,3.08E+11,Institute for Defense Analyses_RFP_P2P,Institute for Defense Analyses,"$260,000 ","$120,000 ","$140,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,1/31/2025,North America,Public Sector,,,Prasangika Rai
7/1/2024,3.08E+11,Coterra CLM Opp,"Coterra Energy, Inc",$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,1/31/2025,North America,Chemicals/Oil/Gas/Resources,,,Connor Andrews
7/1/2024,3.08E+11,Performance Health_MidEnt_P2P & Contract,Performance Health LLC,"$270,000 ","$125,000 ","$145,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),15%,2/4/2025,North America,Life Sciences,,,Abhishek Garde
7/1/2024,3.08E+11,LyondellBasell Industries_TailSpendManagement(P20+Sourcing),Lyondellbasell Industries Inc.,"$466,128 ","$171,128 ","$295,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,2/7/2025,North America,Chemicals/Oil/Gas/Resources,,,Christina Ambroson
7/1/2024,3.08E+11,Scandit_MID ENT_P2P_2023,Scandit AG,"$240,000 ","$120,000 ","$120,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,2/7/2025,Europe,Other Services,,,Sourabh Sharma
7/1/2024,3.08E+11,ZOETIS S2P,ZOETIS UK LIMITED,$0 ,$0 ,$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,1/31/2025,Europe,Life Sciences,,,Sam Zaki
7/1/2024,3.08E+11,"P&G- Should Cost Model, Cost Drivers",The Procter & Gamble Company,"$250,000 ","$200,000 ","$50,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,2/7/2025,North America,CPG & Retail,,,Jason Cooper
7/1/2024,3.08E+11,Reliance Home Comfort | S2P RFP,Reliance Home Comfort,"$450,000 ","$450,000 ",$0 ,New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,2/7/2025,North America,Other Services,,,Anthony Filoso
7/1/2024,3.08E+11,Garanti Bank_MidEnt_S2C+AP,Garanti Bank SA,"$300,000 ","$150,000 ","$150,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,2/10/2025,APAC,BFSI,,,Manas Kasliwal
7/1/2024,3.08E+11,Raxio_MidEnt_S2O,Raxio Group B.V.,"$200,000 ","$100,000 ","$100,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,2/10/2025,Europe,Other Services,,,Manas Kasliwal
7/1/2024,3.08E+11,AMEX GBT_ S2C,American Express Global Business Travel(AMEX GBT),"$711,800 ","$420,000 ","$291,800 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,2/10/2025,North America,Other Services,,,Brian Bergersen
7/1/2024,3.08E+11,J.D. Irving_ AP Automation,"J. D. Irving, Ltd","$890,000 ","$890,000 ",$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,2/10/2025,North America,Automotive and Industrial,,,Mattie Farnsworth
7/1/2024,3.08E+11,isolved_S2P,"Isolved, Inc.","$280,000 ","$140,000 ","$140,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,2/12/2025,North America,Other Services,,,Abhishek Garde
7/1/2024,3.08E+11,Fluidra_Sourcing,"Fluidra Usa, LLC","$77,000 ","$52,000 ","$25,000 ",Upsell,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Pending Finance approval) (Software Sales Opportunity),50%,2/12/2025,North America,Automotive and Industrial,,,Jack Keogh
7/1/2024,3.08E+11,NMS Labs_Mid Ent_P2P,Nms Labs Incorporated,"$200,000 ","$100,000 ","$100,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,2/12/2025,North America,Other Services,,,Srinivas Moorthy
7/1/2024,3.08E+11,Ivanhoe Cambridge_MidEnt_S2P,Ivanhoé Cambridge Inc.,"$515,000 ","$225,000 ","$290,000 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),70%,2/12/2025,North America,Other Services,,,Abhishek Garde
7/1/2024,3.08E+11,Harry Rosen Inc_MidEnt_P2P,Harry Rosen Inc,"$200,000 ","$100,000 ","$100,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,2/12/2025,North America,CPG & Retail,,,Mihir Veshvikar
7/1/2024,3.08E+11,TescaGroup_MidEnt_Supplier & Contract,Tesca Group France SAS,"$98,000 ","$49,000 ","$49,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,2/12/2025,Europe,Automotive and Industrial,,,Saurabh Bhalla
